review_id	sent_num	sent_offset	sent_end	sent_text	Author	Classification	Content	Content--Narrative	Content--Other	Content--Quote	Content--Theme	None	Other_works	Reader_response	Reader_response--Evaluation_of_quality	Reader_response--Feelings	Reader_response--Identification_and_immersion	Reader_response--Reading_Context	Reader_response--Reception	Reader_response--Reflection	Recommendations	Style	Style--Context	Style--Structure	Style--Stylistic_features
impfic-review-192626	10	688	774	De auteur heeft haar jarenlange eigen ervaring in de psychiatrie in dit boek verwerkt.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-192626	11	775	809	Heel knap dat ze dat heeft gedaan.	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-192626	12	810	963	Op deze manier zal je iets meer kunnen begrijpen van anorexia, alhoewel ik denk dat je het nooit helemaal zult snappen als je het zelf niet hebt (gehad).	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-192626	13	964	1064	Ze zorgt er in ieder geval voor dat je met een andere ogen naar mensen met anorexia zal gaan kijken.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-192626	14	1065	1166	De Groot heeft een fijne schrijfstijl en schuwt het niet om de nodige humor in het boek te verwerken.	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-192626	15	1167	1268	Doordat ze haar eigen ervaringen in 'Lange tanden' heeft verwerkt, komen sommige passages erg binnen.	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-192626	16	1269	1403	Als Renée bijvoorbeeld voor de eerste keer sondevoeding krijgt, dan voel je bijna de angst die het hoofdpersonage op dat moment heeft.	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-192626	17	1404	1537	Je snapt dat het nodig is omdat ze ondervoed is, maar tegelijkertijd leef je met Renée mee omdat ze niet anders kan door haar ziekte.	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-192626	18	1538	1550	Heel heftig!	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
impfic-review-192626	19	1551	1596	Dat maakt van 'Lange tanden' een knap debuut.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	1	0	44	Janine van der Hulst-Veerman - Gevangen Wind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	2	45	100	In dit boek zijn Lieve Hart!en Gevangen wind gebundeld.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	3	101	156	Lieve Hart had ik al een keer gelezen, maar nu opnieuw.	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
impfic-review-193095	4	157	187	En ik heb er weer van genoten!	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	5	188	246	Deze historische roman gaat over Marrie en begint in 1906.	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	6	247	282	Ze woont in het vossersdorp Huizen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	7	283	316	Haar vader sterft als ze jong is.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	8	317	357	Daarna staat haar moeder er alleen voor.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	9	358	413	Marrie doet maar ze kan om haar steentje bij te dragen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	10	414	470	Ze is smoorverliefd op Lammert en ze is zwanger van hem.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	11	471	536	Maar hij werkt op een schip dat vergaat tijdens een woeste storm.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	12	537	563	Ze is zwanger en ongehuwd.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	13	564	594	Hoe gáát het dorp hier mee om?	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	14	595	635	En kan ze het wel redden in haar ééntje?	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	15	636	699	Het is niet makkelijk om een extra mond te voeden, in die tijd.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	16	700	792	Maar Marrie is hartstikke trots op haar kind en wil hem een zo'n goed mogelijke jeugd geven.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	17	793	849	Acht jaar later staat haar leven ineens weer op z'n kop.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	18	850	920	Ze vertrekt uit Huizen om nergens anders een nieuw leven op te bouwen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	19	921	960	Maar ze mist haar dorp en familie echt.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	20	961	1010	Ze probeert er te aarden, maar het lukt niet erg.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	21	1011	1052	Ze kijken vreemd op naar buitenstaanders.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	22	1053	1081	Het leven zit haar niet mee.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	23	1082	1135	Ze maakt veel mee en heeft veel verdrietige momenten.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	24	1136	1187	Een prachtig boek dat je meeneemt terug in de tijd.	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
impfic-review-193095	25	1188	1218	Hoe zag de wereld er toen uit?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	26	1219	1258	Wat was acceptabel en wat was not done?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	27	1259	1292	De tijd van klederdracht, armoede	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	28	1293	1333	En hard werken om alle monden te voeden.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	29	1334	1413	Verdriet, liefde, verraad en angst zijn thema's die centraal staan in dit boek.	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	30	1414	1502	Het idee dat dit zomaar je voorouders zouden kunnen zijn geweest, laat mij niet mee los.	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
impfic-review-193095	31	1503	1527	Het raakt je in je hart.	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
impfic-review-193095	32	1528	1560	Zelf denk je af én toe ook echt:	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-193095	33	1561	1572	Lieve Hart!	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-193095	34	1573	1613	Je wilt de personages een knuffel geven.	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
impfic-review-193095	35	1614	1654	De omgeving is beeldend op papier gezet.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-193095	36	1655	1751	Ook al ben je niet bekend in de visserswereld, je weet door de beschrijvingen hoe het eruitziet.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-193095	37	1752	1773	Dat is echt genieten.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	38	1774	1810	Men spreekt zo nú en dan in dialect.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-193095	39	1811	1862	Deze begrippen worden achter in het boek uitgelegd.	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193095	40	1863	1894	Ik zelf begrijp het meeste wel.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-193095	41	1895	1931	Ik geef het boek het boek 5 sterren!	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	1	0	92	Roman over de bijbelse Mozes, of eigenlijk over de drie belangrijkste vrouwen in zijn leven.	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	2	93	232	Aangemoedigd door haar eigen moeder adopteert de Egyptische prinses Merytamon in het geheim een baby om haar onvruchtbaarheid te verbergen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	3	233	371	Haar liefde voor haar 'zoon' is ongeevenaard, maar de leugen leidt er uiteindelijk toe dat alles wat haar dierbaar is haar wordt ontnomen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	4	372	453	Mozes' Hebreeuwse zus, Mirjam, zegt precies wat ze denkt en is voor niemand bang.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	5	454	649	Na een wonderbaarlijke hereniging met haar broer neemt ze met hem het leiderschap van het verdrukte joodse volk op zich, totdat haar opvliegende karakter haar tot een confrontatie brengt met God.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	6	650	705	Dat dwingt haar om haar geweten grondig te onderzoeken.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	7	706	764	Sippora is de jonge Bedoeiense vrouw met wie Mozes trouwt.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	8	765	831	Sippora vertelt de waarheid over de man die haar leven veranderde.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	9	832	1013	Een spirituele en boeiende roman over een tot de verbeelding sprekend bijbels verhaal, dat met uitzondering van enkele dichterlijke vrijheden overeenkomt met de tekst van de bijbel.	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-19321	10	1014	1041	Voor een grote lezerskring.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
impfic-review-19321	11	1042	1065	Paperback; kleine druk.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	1	0	110	In dit tweede boek van De verhalen van Auruco kom je als lezer meer te weten over de achtergrond van Thorgdar.	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	2	111	146	Hij woonde in de buurt van Vatthar.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	3	147	228	De broers Dorvin en Edilion zijn intussen in Eryndol, waar Sedran wordt begraven.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	4	229	364	De groep vrienden wil iets doen tegen de tovenaar Felkon, maar daarvoor is het nodig dat de koning wordt gestraft vanwege zijn verraad.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	5	365	484	De koning doet er namelijk niets tegen dat de macht van Felkon steeds groter wordt en hij meer en meer steden verovert.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	6	485	610	Om Auruco te redden van de ondergang is het nodig dat alle neuzen dezelfde kant op wijzen en dat alle leiders zich verenigen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	7	611	634	Dat zal niet meevallen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	8	635	722	Ze reizen naar een goede vriend van hun oom, Telleon Zilverader, die in Argentum woont.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	9	723	829	Hij zal hen helpen om via het gerechtshof de koning te verstoten, maar daar heeft hij wel iets voor nodig.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	10	830	857	De groep wordt opgesplitst.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	11	858	982	Elisia en Skjald reizen naar de hoofdstad Ciriarth en moeten veel moeite doen om iets te stelen uit het archief van de stad.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	12	983	1075	Intussen is er een vergadering van de Heiligen die besluiten de Sterfelijken te gaan helpen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	13	1076	1192	Vatthar wordt aangevallen door de monsters van Felkon en het wordt steeds moeilijker om daar iets tegen te beginnen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	14	1193	1262	Er is weer een nieuw soort monster bijgekomen dat heel gevaarlijk is.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	15	1263	1353	Bovendien blijkt dat de familie Witogen zich aan de zijde van de tovenaar heeft geschaard.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	16	1354	1507	Dorvin komt er in zijn dromen achter dat zijn ouders nog moeten leven, maar er is iets vreselijk mis met hen en ze worden tegen hun wil gevangen gehouden	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	17	1508	1715	Zo zijn er nog een aantal elementen in het verhaal, waaruit blijkt dat de wereld van Auruco in verval is en vraag je je als lezer af of het ooit nog wel goed af zal kunnen lopen voor de gebroeders Staarhart.	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-193279	18	1716	1801	Op verschillende plaatsen in de wereld komt het tot een treffen tussen goed en kwaad.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	19	1802	1835	Er gebeuren afschuwelijke dingen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	20	1836	1939	Levens worden opgeofferd, vrienden worden gevangen genomen, vijanden worden bevochten en worden gedood.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	21	1940	2001	Dat gaat niet zonder wroeging en het laat zijn sporen achter.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	22	2002	2172	Gelukkig zijn er ook een paar lichtpuntjes in het verhaal zoals de opbloeiende romances tussen sommige leden uit de groep en oom Wargan die weer bij zijn geizn terugkomt.	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
impfic-review-193279	23	2173	2252	Dorvin en Edilion groeien in hun kracht, Edilion leert zijn magie te gebruiken.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	24	2253	2317	Dorvin leert zich beter te beheersen en verantwoordign te nemen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	25	2318	2368	Toch ziet het er voor de toekomst heel slecht uit.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	26	2369	2437	De Epiloog van dit boek is weer gruwelijk en voorspelt weinig goeds.	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	27	2438	2523	Felkon heeft weer een nieuw soort spreuk ontdekt waarmee hij nog meer kwaad kan doen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	28	2524	2565	Hoe zal het in het volgende deel aflopen?	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	29	2566	2608	Vinden Dorvin en Edilion hun ouders terug?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	30	2609	2649	Komt de belofte van de Baluwe Zwaan uit?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	31	2650	2686	Er belooft nog heel wat te gebeuren.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193279	32	2687	2760	Ik ben benieuwd hoe dit verhaal tot een goed einde komen kan voor Auruco.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193535	1	0	51	Wat een rollercoaster van spanning en plot twisten.	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
impfic-review-193535	2	52	123	Ik moest er even in komen, maar daarna kon ik het niet meer weg leggen.	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
impfic-review-193535	3	124	191	De hoofdpersoon Charlotte leeft met een diep geworteld jeugdtrauma.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193535	4	192	265	Hierdoor neemt ze beslissingen die haar levenspad niet gemakkelijk maken.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193535	5	266	369	2 vrouwen beïnvloeden dit pad en haar man John staat eigenlijk aan de zijlijn niet wetende wat te doen.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193535	6	370	431	Het verhaal is goed geschreven vanuit verschillende personen.	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-193535	7	432	490	De vele plot twisten zetten je soms op het verkeerde been.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-193535	8	491	564	Hoewel voor mij wel duidelijk werd, wat het lot van 1 van de vrouwen was.	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-193535	9	565	595	Ik heb het met plezier gelezen	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	1	0	65	Herinner mij deze boeken nog van vroeger, waren toen erg in trek.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194143	2	66	84	Ik begrijp waarom.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194143	3	85	207	Het kleurgebruik en de illustraties maken het aantrekkelijk om te lezen, helemaal voor een kind dat veel in beelden denkt.	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	4	208	245	Het verhaal heeft niet veel diepgang.	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	5	246	292	Het heeft wel terugkerende woorden/uitspraken.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	6	293	323	Bijvoorbeeld het woord 'piep'.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	7	324	363	Dit komt vaak wanneer Geronimo bang is.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	8	364	417	De lezer leest dit verhaal vanuit het ik-perspectief.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	9	418	521	De rol van dit ik-perspectief wordt vertolkt door Geronimo Stilton, uitgever van krant de Wakkere Muis.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	10	522	607	Voor de leescoördinator een boek om terug te laten komen in de bibliotheek op school.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194143	11	608	862	Als je het boek bestudeert, zie je niet alleen veel plaatjes en verschillende lettertypen, maar ook prachtige woorden die zorgen voor woordenschatuitbreiding (archieven, publiek, kasteel, marmeren, gegraveerd, gedecoreerd en ga zo nog maar even door...).	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	12	863	1000	Ook komen een aantal spreekwoorden in de context voor, waarbij je aan het einde van de boek de letterlijke betekenis nog even kunt lezen.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	13	1001	1043	Zo vertelt Geronimo op een gegeven moment:	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	14	1044	1148	'Ik had er van alles tegenin kunnen brengen, maar ik wist dat ik toch aan het kortste eind zou trekken.'	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	15	1149	1187	Extra punten voor de laatste pagina's!	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	16	1188	1245	Hierop worden nog een aantal vragen gesteld aan de lezer.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	17	1246	1394	Dit gebeurt onder het mom van dat je als je deze vragen goed beantwoord, je net zo'n goede verslaggever zou kunnen worden als Geronimo Stilton zelf.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	18	1395	1444	Begrijpend lezen wordt hier dus ook mee geoefend.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194143	19	1445	1452	Kortom:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194143	20	1453	1655	deze boeken zijn uniek door de verschillende lettertypes, veel illustraties, vragen aan het einde en de spelletjes tussendoor (hoe moet de Jeep rijden om heelhuids uit het dichtbegroeide bos te komen?).	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-194143	21	1656	1736	Dit boek draagt zijn steentje bij aan het verhogen van leesplezier bij kinderen!	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194143	22	1737	1797	Kinderen zouden dit boek zelf kunnen lezen vanaf 8 à 9 jaar.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
impfic-review-194343	1	0	132	Eerste Reserve geschreven door Rijan van Leest en uitgegeven in haar eigen opgerichte uitgeverij, is een verrassend literair debuut.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	2	133	216	Hoofdpersoon Simon woont in het dorp Veendijk, een in zichzelf gekeerd vissersdorp.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	3	217	296	Al vanaf zijn jeugd wil Simon weg, zijn saaie geboortedorp verlaten en op reis.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	4	297	328	Misschien zelfs samen met Neva?	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	5	329	410	Zij is de kleindochter van de boekhandelaar in het dorp en jeugdliefde van Simon.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	6	411	571	Maar terwijl zij zich wel los weet te maken van het dorpsleven, lukt het Simon niet zijn wereldse dromen waar te maken en hij slijt zijn dagen als visfileerder.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	7	572	622	In het boek wisselen het heden en het verleden af.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
impfic-review-194343	8	623	747	Zo kom je er onder andere achter waarom Neva vertrok uit Veendijk en wat er is gebeurd met Thijs, de oudere broer van Simon.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	9	748	886	Van Leest hanteert een prettige schrijfstijl, gebruikt mooie zinnen en geeft zo mondjesmaat informatie over de gebeurtenissen in het dorp.	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
impfic-review-194343	10	887	992	Precies genoeg om nieuwsgierig te blijven, om vervolgens te overrompelen met een verrassende plotwending.	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	11	993	1095	Er worden verschillende thema's aangesneden zoals verraad, verantwoordelijkheid, bedrog en vertrouwen.	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194343	12	1096	1141	Het zet aan tot nadenken over je eigen leven.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194343	13	1142	1163	Ben je wie wilt zijn?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194343	14	1164	1188	Doe je wat je wilt doen?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194343	15	1189	1232	Jaag je dromen na, laat je niet weerhouden.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-194343	16	1233	1272	Een prettig debuut van Rijan van Leest.	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	1	0	132	Ik kan er een lang verhaal van maken, maar ik kan ook in het kort zeggen dat het weer een leuk en goed boek is van Rindert Kromhout!	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	2	133	237	Goed verhaal, gebaseerd op historische feiten in Rome en met sprekende illustraties van Saskia Halfmouw.	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	3	238	374	Als je kijkt naar de foto's van de (sprekende) beelden achterin het verhaal zie je dat Halfmouw de beelden erg goed heeft geïllustreerd.	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	4	375	459	Dit is nu een goed voorbeeld van een fijn kinderboek, mede door de fijne vormgeving.	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	5	460	548	Het verhaal doet mij wederom denken aan het verhaal Het geheim van de afgebeten vingers.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
impfic-review-194368	6	549	650	Mooi hoe je als kind kennismaakt met allerlei beelden, steden en verhalen uit de wereld via een boek.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
impfic-review-19470	1	0	190	Tekst van een bijzonder boeiende, verhelderende en erudiete cultuurfilosofische conversatie van een beroemde auteur (1932) met een dito filmscenarist (1931), beiden grote boekenverzamelaars.	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
